player_a,player_b,common_teammate_count
8470638,8474009,10
8470638,8474013,6
8470638,8474031,26
8470638,8474034,25
8470638,8474037,20
8470638,8474038,6
8470638,8474040,9
8470638,8474056,8
8470638,8474068,6
8470638,8474090,14
8470638,8474098,10
8470638,8474102,15
8470638,8474125,5
8470638,8474134,5
8470638,8474141,8
8470638,8474145,5
8470638,8474149,11
8470638,8474150,14
8470638,8474157,9
8470638,8474162,5
8470638,8474166,9
8470638,8474176,13
8470638,8474189,14
8470638,8474190,12
8470638,8474218,9
8470638,8474291,6
8470638,8474520,8
8470638,8474550,8
8470638,8474567,7
8470638,8474568,11
8470638,8474571,5
8470638,8474574,8
8470638,8474578,9
8470638,8474579,7
8470638,8474581,6
8470638,8474584,11
8470638,8474586,10
8470638,8474589,8
8470638,8474590,7
8470638,8474593,13
8470638,8474596,7
8470638,8474600,7
8470638,8474602,12
8470638,8474612,8
8470638,8474613,6
8470638,8474618,9
8470638,8474628,15
8470638,8474641,17
8470638,8474642,7
8470638,8474651,6
8470638,8474673,16
8470638,8474679,10
8470638,8474683,10
8470638,8474697,7
8470638,8474716,9
8470638,8474818,10
8470638,8474849,8
8470638,8474870,14
8470638,8474884,8
8470638,8475151,9
8470638,8475158,7
8470638,8475163,11
8470638,8475164,8
8470638,8475166,8
8470638,8475168,9
8470638,8475169,6
8470638,8475171,9
8470638,8475172,9
8470638,8475177,7
8470638,8475178,8
8470638,8475179,12
8470638,8475181,8
8470638,8475184,11
8470638,8475185,5
8470638,8475188,7
8470638,8475193,15
8470638,8475197,5
8470638,8475208,9
8470638,8475215,5
8470638,8475218,9
8470638,8475220,6
8470638,8475222,9
8470638,8475235,12
8470638,8475236,14
8470638,8475246,7
8470638,8475279,7
8470638,8475311,6
8470638,8475324,8
8470638,8475343,5
8470638,8475455,9
8470638,8475462,6
8470638,8475660,5
8470638,8475683,7
8470638,8475690,8
8470638,8475692,7
8470638,8475714,11
8470638,8475718,6
8470638,8475722,8
8470638,8475726,8
8470638,8475728,6
8470638,8475747,10
8470638,8475750,9
8470638,8475752,6
8470638,8475758,8
8470638,8475760,5
8470638,8475763,9
8470638,8475764,7
8470638,8475768,6
8470638,8475772,17
8470638,8475784,11
8470638,8475786,5
8470638,8475790,12
8470638,8475796,9
8470638,8475798,7
8470638,8475799,5
8470638,8475810,6
8470638,8475820,5
8470638,8475831,7
8470638,8475842,6
8470638,8475852,9
8470638,8475883,6
8470638,8475913,5
8470638,8476292,5
8470638,8476312,5
8470638,8476346,8
8470638,8476356,7
8470638,8476389,7
8470638,8476393,5
8470638,8476399,5
8470638,8476434,6
8470638,8476438,5
8470638,8476442,6
8470638,8476448,5
8470638,8476456,6
8470638,8476457,7
8470638,8476467,5
8470638,8476468,6
8470638,8476470,5
8470638,8476473,5
8470638,8476474,7
8470638,8476483,8
8470638,8476826,5
8470638,8476853,6
8470638,8476873,6
8470638,8476878,5
8470638,8476914,8
8470638,8476918,7
8470638,8476931,6
8470638,8476960,5
8470638,8476994,6
8470638,8477015,5
8470638,8477021,5
8470638,8477346,6
8470638,8477369,9
8470638,8477435,7
8470638,8477462,6
8470638,8477496,14
8470638,8477505,7
8470638,8477507,11
8470638,8477511,5
8470638,8477851,11
8470638,8477938,5
8470638,8477939,5
8470638,8477955,6
8470638,8477969,5
8470638,8478466,5
8470638,8479987,5
8470640,8470642,24
8470640,8470645,6
8470640,8470654,6
8470640,8470667,7
8470640,8470750,5
8470640,8470755,19
8470640,8470760,11
8470640,8470854,5
8470640,8470880,20
8470640,8470920,6
8470640,8470966,9
8470640,8471215,5
8470640,8471227,9
8470640,8471228,11
8470640,8471260,6
8470640,8471266,8
8470640,8471273,6
8470640,8471274,5
8470640,8471276,5
8470640,8471283,5
8470640,8471284,5
8470640,8471296,21
8470640,8471303,5
8470640,8471338,7
8470640,8471362,5
8470640,8471390,19
8470640,8471392,5
8470640,8471504,7
8470640,8471657,22
8470640,8471675,6
8470640,8471676,6
8470640,8471677,11
8470640,8471679,6
8470640,8471685,6
8470640,8471686,9
8470640,8471698,5
8470640,8471699,7
8470640,8471702,8
8470640,8471729,8
8470640,8471734,7
8470640,8471735,9
8470640,8471742,16
8470640,8471766,8
8470640,8471887,16
8470640,8471958,16
8470640,8471976,5
8470640,8473419,6
8470640,8473422,8
8470640,8473432,7
8470640,8473446,5
8470640,8473453,5
8470640,8473461,15
8470640,8473473,7
8470640,8473485,6
8470640,8473503,9
8470640,8473507,10
8470640,8473537,12
8470640,8473541,10
8470640,8473544,11
8470640,8473548,6
8470640,8473573,9
8470640,8473579,6
8470640,8473584,11
8470640,8473604,7
8470640,8473914,5
8470640,8474009,19
8470640,8474013,9
8470640,8474027,5
8470640,8474031,14
8470640,8474034,16
8470640,8474040,13
8470640,8474062,6
8470640,8474068,20
8470640,8474096,11
8470640,8474098,6
8470640,8474141,8
8470640,8474149,9
8470640,8474151,19
8470640,8474189,5
8470640,8474218,6
8470640,8474567,11
8470640,8474568,27
8470640,8474570,15
8470640,8474579,10
8470640,8474584,13
8470640,8474589,5
8470640,8474628,5
8470640,8474641,6
8470640,8474668,8
8470640,8474679,7
8470640,8474683,17
8470640,8474697,10
8470640,8474715,8
8470640,8474716,5
8470640,8474884,6
8470640,8475149,5
8470640,8475158,6
8470640,8475164,5
8470640,8475168,12
8470640,8475177,7
8470640,8475179,5
8470640,8475186,5
8470640,8475193,5
8470640,8475208,6
8470640,8475220,6
8470640,8475233,8
8470640,8475235,6
8470640,8475246,6
8470640,8475268,9
8470640,8475279,5
8470640,8475287,10
8470640,8475625,15
8470640,8475660,5
8470640,8475722,8
8470640,8475750,5
8470640,8475790,6
8470640,8475798,9
8470640,8475799,7
8470640,8476278,7
8470640,8476393,7
8470640,8476468,5
8470640,8476858,6
8470642,8470645,9
8470642,8470654,9
8470642,8470655,6
8470642,8470699,5
8470642,8470724,13
8470642,8470740,13
8470642,8470750,8
8470642,8470755,22
8470642,8470760,6
8470642,8470794,8
8470642,8470803,9
8470642,8470828,9
8470642,8470834,10
8470642,8470852,13
8470642,8470854,9
8470642,8470860,8
8470642,8470877,10
8470642,8470880,11
8470642,8470920,7
8470642,8470966,15
8470642,8471214,10
8470642,8471215,12
8470642,8471217,14
8470642,8471218,14
8470642,8471222,6
8470642,8471226,11
8470642,8471231,7
8470642,8471232,9
8470642,8471233,6
8470642,8471239,7
8470642,8471242,5
8470642,8471254,7
8470642,8471260,14
8470642,8471262,9
8470642,8471266,9
8470642,8471269,9
8470642,8471273,7
8470642,8471274,14
8470642,8471276,5
8470642,8471283,15
8470642,8471284,11
8470642,8471303,10
8470642,8471306,13
8470642,8471311,8
8470642,8471339,7
8470642,8471346,8
8470642,8471392,8
8470642,8471426,8
8470642,8471436,12
8470642,8471476,14
8470642,8471504,16
8470642,8471657,22
8470642,8471664,8
8470642,8471669,14
8470642,8471675,11
8470642,8471676,5
8470642,8471677,14
8470642,8471678,12
8470642,8471681,7
8470642,8471682,9
8470642,8471685,10
8470642,8471686,13
8470642,8471691,10
8470642,8471698,9
8470642,8471699,9
8470642,8471702,7
8470642,8471709,6
8470642,8471715,6
8470642,8471724,11
8470642,8471729,13
8470642,8471734,9
8470642,8471735,8
8470642,8471743,5
8470642,8471750,10
8470642,8471761,5
8470642,8471768,6
8470642,8471769,11
8470642,8471794,6
8470642,8471804,10
8470642,8471816,6
8470642,8471817,15
8470642,8471873,13
8470642,8471956,5
8470642,8471958,8
8470642,8472382,6
8470642,8472410,5
8470642,8473412,9
8470642,8473419,7
8470642,8473422,11
8470642,8473426,6
8470642,8473446,13
8470642,8473449,10
8470642,8473453,11
8470642,8473461,8
8470642,8473465,5
8470642,8473473,11
8470642,8473482,9
8470642,8473485,11
8470642,8473503,8
8470642,8473504,5
8470642,8473512,10
8470642,8473533,9
8470642,8473534,6
8470642,8473541,13
8470642,8473544,11
8470642,8473546,10
8470642,8473548,7
8470642,8473563,8
8470642,8473571,9
8470642,8473573,15
8470642,8473574,8
8470642,8473575,10
8470642,8473584,6
8470642,8473604,8
8470642,8473618,25
8470642,8473646,9
8470642,8473914,8
8470642,8473933,5
8470642,8473962,6
8470642,8473986,8
8470642,8473994,8
8470642,8474009,18
8470642,8474013,15
8470642,8474027,5
8470642,8474031,9
8470642,8474034,11
8470642,8474037,11
8470642,8474040,12
8470642,8474056,32
8470642,8474062,12
8470642,8474068,16
8470642,8474090,9
8470642,8474091,8
8470642,8474102,16
8470642,8474125,6
8470642,8474134,22
8470642,8474141,11
8470642,8474145,16
8470642,8474149,20
8470642,8474150,9
8470642,8474151,13
8470642,8474161,7
8470642,8474162,7
8470642,8474166,9
8470642,8474176,5
8470642,8474189,24
8470642,8474190,21
8470642,8474207,12
8470642,8474218,10
8470642,8474291,8
8470642,8474520,6
8470642,8474563,9
8470642,8474564,12
8470642,8474565,9
8470642,8474567,14
8470642,8474568,14
8470642,8474571,7
8470642,8474574,9
8470642,8474579,15
8470642,8474586,7
8470642,8474589,8
8470642,8474590,7
8470642,8474593,9
8470642,8474602,7
8470642,8474612,9
8470642,8474613,13
8470642,8474625,5
8470642,8474627,6
8470642,8474628,10
8470642,8474641,10
8470642,8474673,12
8470642,8474679,11
8470642,8474683,17
8470642,8474685,8
8470642,8474697,13
8470642,8474715,9
8470642,8474716,9
8470642,8474736,21
8470642,8474870,7
8470642,8474884,18
8470642,8474889,8
8470642,8475098,8
8470642,8475149,10
8470642,8475151,7
8470642,8475158,14
8470642,8475160,7
8470642,8475163,5
8470642,8475166,10
8470642,8475167,6
8470642,8475168,21
8470642,8475169,6
8470642,8475170,8
8470642,8475171,12
8470642,8475172,6
8470642,8475175,5
8470642,8475177,9
8470642,8475179,14
8470642,8475181,6
8470642,8475184,6
8470642,8475185,5
8470642,8475186,7
8470642,8475188,9
8470642,8475191,8
8470642,8475197,10
8470642,8475200,7
8470642,8475208,9
8470642,8475209,10
8470642,8475215,6
8470642,8475220,8
8470642,8475233,21
8470642,8475236,7
8470642,8475246,9
8470642,8475287,14
8470642,8475311,16
8470642,8475323,5
8470642,8475324,7
8470642,8475343,7
8470642,8475462,6
8470642,8475613,5
8470642,8475625,17
8470642,8475660,7
8470642,8475683,7
8470642,8475690,6
8470642,8475718,5
8470642,8475722,10
8470642,8475728,5
8470642,8475744,7
8470642,8475745,7
8470642,8475752,14
8470642,8475754,5
8470642,8475758,12
8470642,8475762,6
8470642,8475765,9
8470642,8475768,6
8470642,8475780,6
8470642,8475790,11
8470642,8475791,7
8470642,8475792,8
8470642,8475798,13
8470642,8475799,10
8470642,8475831,5
8470642,8475852,6
8470642,8475906,5
8470642,8476278,8
8470642,8476288,6
8470642,8476326,6
8470642,8476356,5
8470642,8476372,7
8470642,8476438,7
8470642,8476461,5
8470642,8476539,6
8470642,8476858,6
8470642,8476869,6
8470642,8476871,7
8470642,8476872,5
8470642,8476873,7
8470642,8476875,6
8470642,8476880,5
8470642,8476914,5
8470642,8476919,6
8470642,8476975,11
8470642,8477407,6
8470642,8477989,8
8470645,8470667,7
8470645,8470724,5
8470645,8470740,14
8470645,8470750,6
8470645,8470755,15
8470645,8470760,7
8470645,8470775,10
8470645,8470794,7
8470645,8470852,7
8470645,8470854,10
8470645,8470860,11
8470645,8470880,13
8470645,8470920,8
8470645,8470966,10
8470645,8471214,6
8470645,8471215,8
8470645,8471218,5
8470645,8471226,5
8470645,8471227,7
8470645,8471228,5
8470645,8471231,6
8470645,8471232,8
8470645,8471233,5
8470645,8471260,9
8470645,8471262,26
8470645,8471266,7
8470645,8471269,10
8470645,8471273,12
8470645,8471274,15
8470645,8471283,5
8470645,8471284,7
8470645,8471296,8
8470645,8471303,7
8470645,8471306,14
8470645,8471311,5
8470645,8471338,10
8470645,8471339,8
8470645,8471362,5
8470645,8471390,9
8470645,8471392,5
8470645,8471436,6
8470645,8471476,8
8470645,8471504,10
8470645,8471657,6
8470645,8471664,7
8470645,8471669,10
8470645,8471675,8
8470645,8471676,7
8470645,8471677,15
8470645,8471678,8
8470645,8471679,7
8470645,8471682,6
8470645,8471686,17
8470645,8471691,8
8470645,8471698,5
8470645,8471699,6
8470645,8471707,12
8470645,8471709,9
8470645,8471724,8
8470645,8471729,10
8470645,8471734,5
8470645,8471735,8
8470645,8471750,5
8470645,8471766,8
8470645,8471768,5
8470645,8471816,6
8470645,8471817,12
8470645,8471873,9
8470645,8471887,8
8470645,8471958,12
8470645,8471976,6
8470645,8472382,5
8470645,8473419,6
8470645,8473422,15
8470645,8473446,8
8470645,8473449,13
8470645,8473461,5
8470645,8473463,6
8470645,8473465,8
8470645,8473473,10
8470645,8473485,6
8470645,8473503,12
8470645,8473504,5
8470645,8473507,16
8470645,8473512,13
8470645,8473533,9
8470645,8473541,6
8470645,8473544,17
8470645,8473546,13
8470645,8473548,12
8470645,8473563,5
8470645,8473574,5
8470645,8473575,5
8470645,8473588,5
8470645,8473673,10
8470645,8473914,11
8470645,8473933,5
8470645,8473962,6
8470645,8473986,5
8470645,8474009,8
8470645,8474013,11
8470645,8474027,8
8470645,8474034,12
8470645,8474037,11
8470645,8474038,8
8470645,8474040,10
8470645,8474053,6
8470645,8474056,5
8470645,8474062,10
8470645,8474066,5
8470645,8474068,7
8470645,8474090,6
8470645,8474102,17
8470645,8474145,5
8470645,8474150,8
8470645,8474151,10
8470645,8474157,19
8470645,8474161,5
8470645,8474166,7
8470645,8474176,8
8470645,8474189,10
8470645,8474190,8
8470645,8474207,12
8470645,8474218,13
8470645,8474520,5
8470645,8474550,8
8470645,8474564,8
8470645,8474567,9
8470645,8474568,14
8470645,8474571,6
8470645,8474578,5
8470645,8474579,6
8470645,8474581,7
8470645,8474584,6
8470645,8474586,8
8470645,8474589,6
8470645,8474590,5
8470645,8474593,8
8470645,8474602,9
8470645,8474612,9
8470645,8474613,14
8470645,8474618,8
8470645,8474628,11
8470645,8474651,5
8470645,8474673,7
8470645,8474679,5
8470645,8474685,8
8470645,8474709,6
8470645,8474715,10
8470645,8474736,10
8470645,8474818,8
8470645,8474870,14
8470645,8474889,5
8470645,8475098,5
8470645,8475149,11
8470645,8475151,6
8470645,8475158,8
8470645,8475163,13
8470645,8475164,5
8470645,8475166,7
8470645,8475167,6
8470645,8475171,19
8470645,8475172,6
8470645,8475178,10
8470645,8475179,11
8470645,8475184,7
8470645,8475188,7
8470645,8475191,11
8470645,8475193,8
8470645,8475197,5
8470645,8475200,7
8470645,8475208,9
8470645,8475220,5
8470645,8475222,6
8470645,8475225,8
8470645,8475233,8
8470645,8475235,6
8470645,8475236,9
8470645,8475246,16
8470645,8475279,10
8470645,8475311,12
8470645,8475324,8
8470645,8475343,5
8470645,8475462,5
8470645,8475625,7
8470645,8475660,12
8470645,8475683,9
8470645,8475690,8
8470645,8475692,6
8470645,8475718,6
8470645,8475722,9
8470645,8475726,7
8470645,8475728,9
8470645,8475744,5
8470645,8475747,8
8470645,8475750,7
8470645,8475752,12
8470645,8475753,5
8470645,8475760,5
8470645,8475763,5
8470645,8475765,13
8470645,8475766,6
8470645,8475772,6
8470645,8475780,6
8470645,8475784,11
8470645,8475790,8
8470645,8475791,11
8470645,8475792,16
8470645,8475796,6
8470645,8475798,5
8470645,8475799,5
8470645,8475810,7
8470645,8475831,5
8470645,8475848,6
8470645,8475852,9
8470645,8475906,5
8470645,8475913,5
8470645,8476278,5
8470645,8476288,5
8470645,8476326,13
8470645,8476346,5
8470645,8476356,9
8470645,8476389,7
8470645,8476393,12
8470645,8476399,6
8470645,8476432,6
8470645,8476441,7
8470645,8476442,5
8470645,8476448,5
8470645,8476454,5
8470645,8476456,5
8470645,8476457,5
8470645,8476459,5
8470645,8476468,7
8470645,8476474,5
8470645,8476483,6
8470645,8476525,7
8470645,8476539,6
8470645,8476624,6
8470645,8476851,10
8470645,8476856,5
8470645,8476858,5
8470645,8476869,6
8470645,8476873,5
8470645,8476878,7
8470645,8476885,5
8470645,8476906,5
8470645,8476913,5
8470645,8476914,8
8470645,8476915,13
8470645,8476918,8
8470645,8476921,5
8470645,8476931,13
8470645,8477220,6
8470645,8477244,5
8470645,8477404,5
8470645,8477406,13
8470645,8477407,18
8470645,8477429,5
8470645,8477462,5
8470645,8477495,9
8470645,8477496,5
8470645,8477503,5
8470645,8477507,15
8470645,8477839,7
8470645,8477933,7
8470645,8477979,6
8470645,8477986,5
8470645,8478043,9
8470645,8478874,6
8470654,8470724,8
8470654,8470740,16
8470654,8470755,17
8470654,8470760,6
8470654,8470775,15
8470654,8470794,9
8470654,8470803,25
8470654,8470877,10
8470654,8470886,8
8470654,8470920,5
8470654,8470966,8
8470654,8471214,10
8470654,8471222,7
8470654,8471226,9
8470654,8471227,11
8470654,8471228,8
8470654,8471232,8
8470654,8471233,5
8470654,8471273,6
8470654,8471283,12
8470654,8471284,9
8470654,8471296,6
8470654,8471311,8
8470654,8471338,9
8470654,8471390,16
8470654,8471426,20
8470654,8471436,15
8470654,8471469,6
8470654,8471504,10
8470654,8471657,6
8470654,8471677,7
8470654,8471686,5
8470654,8471691,5
8470654,8471699,12
8470654,8471702,14
8470654,8471707,17
8470654,8471729,17
8470654,8471750,9
8470654,8471976,7
8470654,8473432,10
8470654,8473446,5
8470654,8473463,7
8470654,8473473,5
8470654,8473503,9
8470654,8473507,10
8470654,8473512,7
8470654,8473533,6
8470654,8473541,8
8470654,8473546,7
8470654,8473548,10
8470654,8473563,5
8470654,8473574,12
8470654,8473618,6
8470654,8473646,8
8470654,8473914,5
8470654,8473991,6
8470654,8474009,15
8470654,8474034,12
8470654,8474037,8
8470654,8474038,5
8470654,8474040,10
8470654,8474149,6
8470654,8474176,7
8470654,8474291,5
8470654,8474584,8
8470654,8474586,5
8470654,8474593,8
8470654,8474602,7
8470654,8475098,7
8470654,8475170,7
8470654,8475208,6
8470654,8475753,5
8470655,8470699,8
8470655,8470724,8
8470655,8470750,9
8470655,8470760,13
8470655,8470775,17
8470655,8470794,8
8470655,8470828,5
8470655,8470834,6
8470655,8470852,9
8470655,8470854,9
8470655,8470877,9
8470655,8470886,14
8470655,8470920,5
8470655,8470966,19
8470655,8471214,12
8470655,8471215,15
8470655,8471217,5
8470655,8471218,15
8470655,8471222,7
8470655,8471227,8
8470655,8471228,7
8470655,8471232,7
8470655,8471233,6
8470655,8471239,5
8470655,8471260,17
8470655,8471262,17
8470655,8471273,12
8470655,8471274,7
8470655,8471284,13
8470655,8471303,8
8470655,8471306,16
8470655,8471311,5
8470655,8471338,7
8470655,8471390,14
8470655,8471436,15
8470655,8471476,20
8470655,8471504,9
8470655,8471657,16
8470655,8471664,9
8470655,8471675,15
8470655,8471676,10
8470655,8471677,13
8470655,8471678,13
8470655,8471679,5
8470655,8471681,5
8470655,8471682,5
8470655,8471685,5
8470655,8471686,20
8470655,8471691,5
8470655,8471699,28
8470655,8471702,12
8470655,8471707,14
8470655,8471715,9
8470655,8471724,14
8470655,8471734,7
8470655,8471742,8
8470655,8471766,14
8470655,8471794,5
8470655,8471873,18
8470655,8471887,11
8470655,8471958,5
8470655,8471976,7
8470655,8472382,6
8470655,8473422,21
8470655,8473432,5
8470655,8473449,13
8470655,8473453,5
8470655,8473461,5
8470655,8473465,15
8470655,8473473,21
8470655,8473482,5
8470655,8473503,16
8470655,8473504,6
8470655,8473507,12
8470655,8473512,10
8470655,8473533,9
8470655,8473537,5
8470655,8473541,13
8470655,8473544,11
8470655,8473546,9
8470655,8473548,10
8470655,8473563,8
8470655,8473564,9
8470655,8473573,6
8470655,8473574,5
8470655,8473575,9
8470655,8473604,6
8470655,8473618,12
8470655,8473673,7
8470655,8473914,7
8470655,8473933,15
8470655,8473986,18
8470655,8473991,6
8470655,8473994,5
8470655,8474009,13
8470655,8474027,5
8470655,8474034,36
8470655,8474037,17
8470655,8474038,5
8470655,8474040,18
8470655,8474090,6
8470655,8474091,7
8470655,8474141,7
8470655,8474149,9
8470655,8474150,5
8470655,8474151,9
8470655,8474157,10
8470655,8474161,7
8470655,8474176,15
8470655,8474189,10
8470655,8474190,8
8470655,8474250,5
8470655,8474291,8
8470655,8474550,8
8470655,8474567,11
8470655,8474568,24
8470655,8474574,8
8470655,8474578,11
8470655,8474579,7
8470655,8474581,5
8470655,8474586,11
8470655,8474589,7
8470655,8474590,7
8470655,8474593,8
8470655,8474602,10
8470655,8474612,6
8470655,8474618,9
8470655,8474651,5
8470655,8474673,8
8470655,8474679,8
8470655,8474697,6
8470655,8474716,7
8470655,8474736,10
8470655,8474818,6
8470655,8474849,7
8470655,8474870,10
8470655,8474884,10
8470655,8474889,5
8470655,8475098,8
8470655,8475151,10
8470655,8475158,15
8470655,8475160,6
8470655,8475163,7
8470655,8475166,11
8470655,8475168,9
8470655,8475169,8
8470655,8475170,12
8470655,8475171,7
8470655,8475172,5
8470655,8475177,5
8470655,8475178,7
8470655,8475179,20
8470655,8475181,12
8470655,8475184,9
8470655,8475191,11
8470655,8475193,7
8470655,8475200,16
8470655,8475208,13
8470655,8475218,6
8470655,8475220,8
8470655,8475222,8
8470655,8475225,25
8470655,8475236,5
8470655,8475279,10
8470655,8475287,17
8470655,8475311,6
8470655,8475324,6
8470655,8475325,6
8470655,8475343,7
8470655,8475462,15
8470655,8475613,5
8470655,8475660,8
8470655,8475683,7
8470655,8475690,10
8470655,8475692,6
8470655,8475714,12
8470655,8475718,7
8470655,8475722,7
8470655,8475744,6
8470655,8475747,6
8470655,8475750,6
8470655,8475752,8
8470655,8475753,12
8470655,8475758,9
8470655,8475762,16
8470655,8475763,11
8470655,8475772,10
8470655,8475784,10
8470655,8475786,5
8470655,8475790,19
8470655,8475791,16
8470655,8475792,10
8470655,8475794,6
8470655,8475796,5
8470655,8475798,8
8470655,8475799,7
8470655,8475810,6
8470655,8475820,6
8470655,8475831,8
8470655,8475852,6
8470655,8475883,6
8470655,8475906,13
8470655,8476116,6
8470655,8476278,6
8470655,8476356,6
8470655,8476389,5
8470655,8476392,6
8470655,8476422,13
8470655,8476438,7
8470655,8476442,5
8470655,8476448,6
8470655,8476457,8
8470655,8476458,11
8470655,8476460,6
8470655,8476462,6
8470655,8476467,8
8470655,8476468,5
8470655,8476470,11
8470655,8476480,8
8470655,8476826,8
8470655,8476853,6
8470655,8476885,8
8470655,8476913,12
8470655,8476914,8
8470655,8476931,6
8470655,8476934,11
8470655,8477205,14
8470655,8477369,8
8470655,8477384,8
8470655,8477407,5
8470655,8477429,5
8470655,8477444,5
8470655,8477462,7
8470655,8477479,10
8470655,8477496,8
8470655,8477505,8
8470655,8477507,6
8470655,8477508,10
8470655,8477851,8
8470655,8477903,11
8470655,8477931,8
8470655,8477933,5
8470655,8477941,20
8470655,8477955,6
8470655,8477969,10
8470655,8477986,10
8470655,8478401,7
8470655,8478466,11
8470655,8479944,6
8470657,8470740,6
8470657,8471214,7
8470657,8471260,7
8470657,8471262,6
8470657,8471274,6
8470657,8471306,22
8470657,8471436,5
8470657,8471657,5
8470657,8471676,22
8470657,8471677,9
8470657,8471686,26
8470657,8471698,5
8470657,8471699,5
8470657,8471707,7
8470657,8471729,8
8470657,8471817,10
8470657,8473422,7
8470657,8473446,5
8470657,8473503,9
8470657,8473507,8
8470657,8473544,5
8470657,8473546,6
8470657,8473563,5
8470657,8473575,5
8470657,8473604,5
8470657,8473986,5
8470657,8474013,5
8470657,8474034,6
8470657,8474102,16
8470657,8474141,8
8470657,8474151,6
8470657,8474157,6
8470657,8474166,7
8470657,8474176,6
8470657,8474189,6
8470657,8474207,7
8470657,8474550,5
8470657,8474565,6
8470657,8474568,6
8470657,8474590,5
8470657,8474596,9
8470657,8474602,6
8470657,8474618,5
8470657,8474641,5
8470657,8474668,5
8470657,8474884,5
8470657,8475098,5
8470657,8475149,5
8470657,8475158,5
8470657,8475163,12
8470657,8475169,5
8470657,8475177,5
8470657,8475178,6
8470657,8475181,12
8470657,8475184,5
8470657,8475197,5
8470657,8475200,7
8470657,8475209,15
8470657,8475225,9
8470657,8475279,12
8470657,8475311,6
8470657,8475455,5
8470657,8475462,5
8470657,8475750,17
8470657,8475765,5
8470657,8476480,15
8470657,8476874,13
8470657,8476897,12
8470657,8477330,12
8470657,8477429,11
8470657,8477462,9
8470657,8477851,9
8470657,8477944,10
8470667,8470740,6
8470667,8470755,5
8470667,8470775,25
8470667,8470794,5
8470667,8470854,6
8470667,8470860,9
8470667,8470880,13
8470667,8470920,15
8470667,8470966,7
8470667,8471215,7
8470667,8471217,8
8470667,8471227,5
8470667,8471233,5
8470667,8471260,6
8470667,8471262,6
8470667,8471266,12
8470667,8471274,6
8470667,8471306,9
8470667,8471338,6
8470667,8471339,6
8470667,8471390,12
8470667,8471392,14
8470667,8471426,10
8470667,8471436,10
8470667,8471469,6
8470667,8471476,14
8470667,8471657,6
8470667,8471664,15
8470667,8471675,6
8470667,8471677,7
8470667,8471678,9
8470667,8471685,5
8470667,8471686,6
8470667,8471699,9
8470667,8471707,6
8470667,8471709,9
8470667,8471717,5
8470667,8471724,6
8470667,8471729,9
8470667,8471734,5
8470667,8471735,7
8470667,8471750,18
8470667,8471769,5
8470667,8471816,5
8470667,8471817,5
8470667,8471873,6
8470667,8471887,6
8470667,8471958,5
8470667,8473422,15
8470667,8473446,6
8470667,8473449,7
8470667,8473453,5
8470667,8473465,8
8470667,8473473,6
8470667,8473504,6
8470667,8473507,6
8470667,8473541,12
8470667,8473546,9
8470667,8473564,5
8470667,8473573,8
8470667,8473604,6
8470667,8473986,6
8470667,8474009,5
8470667,8474027,5
8470667,8474031,7
8470667,8474034,7
8470667,8474038,6
8470667,8474053,5
8470667,8474056,6
8470667,8474090,5
8470667,8474098,6
8470667,8474102,5
8470667,8474141,6
8470667,8474149,8
8470667,8474150,6
8470667,8474151,7
8470667,8474162,6
8470667,8474166,5
8470667,8474189,5
8470667,8474207,6
8470667,8474564,5
8470667,8474567,6
8470667,8474571,12
8470667,8474573,5
8470667,8474586,5
8470667,8474589,10
8470667,8474596,5
8470667,8474612,6
8470667,8474642,5
8470667,8474709,7
8470667,8475164,7
8470667,8475168,11
8470667,8475175,11
8470667,8475177,5
8470667,8476331,7
8470667,8476919,6
8470699,8470740,10
8470699,8470755,8
8470699,8470775,8
8470699,8470794,6
8470699,8470828,5
8470699,8470834,5
8470699,8470854,6
8470699,8470880,15
8470699,8470966,6
8470699,8471215,7
8470699,8471217,6
8470699,8471218,7
8470699,8471260,20
8470699,8471262,19
8470699,8471269,7
8470699,8471273,9
8470699,8471274,6
8470699,8471276,6
8470699,8471306,9
8470699,8471339,5
8470699,8471390,5
8470699,8471392,5
8470699,8471426,7
8470699,8471504,13
8470699,8471676,5
8470699,8471677,12
8470699,8471678,9
8470699,8471681,19
8470699,8471686,8
8470699,8471699,7
8470699,8471707,5
8470699,8471735,5
8470699,8471768,5
8470699,8471794,5
8470699,8472382,5
8470699,8473422,8
8470699,8473485,7
8470699,8473512,5
8470699,8473541,8
8470699,8473574,9
8470699,8473914,5
8470699,8474013,5
8470699,8474031,6
8470699,8474040,5
8470699,8474151,5
8470699,8474569,8
8470699,8474571,8
8470699,8474641,5
8470699,8475268,5
8470699,8475311,5
8470699,8475780,5
8470724,8470740,25
8470724,8470750,18
8470724,8470755,7
8470724,8470775,14
8470724,8470794,7
8470724,8470803,14
8470724,8470852,12
8470724,8470854,9
8470724,8470860,8
8470724,8470880,15
8470724,8470886,13
8470724,8470920,20
8470724,8470966,6
8470724,8471214,9
8470724,8471215,17
8470724,8471217,5
8470724,8471218,6
8470724,8471222,5
8470724,8471226,25
8470724,8471231,7
8470724,8471260,21
8470724,8471262,9
8470724,8471266,13
8470724,8471274,12
8470724,8471276,10
8470724,8471284,12
8470724,8471303,5
8470724,8471306,18
8470724,8471311,23
8470724,8471338,13
8470724,8471346,8
8470724,8471390,6
8470724,8471392,8
8470724,8471426,7
8470724,8471469,9
