player_a,player_b,common_teammate_count
8460542,8469508,6
8460542,8469638,8
8460542,8469707,19
8460542,8469759,20
8460542,8470543,5
8460542,8470594,7
8460542,8470595,5
8460542,8470612,6
8460542,8470616,5
8460542,8470619,13
8460542,8470621,7
8460542,8470642,5
8460542,8470724,20
8460542,8470854,5
8460542,8471215,5
8460542,8471226,14
8460542,8471306,6
8460542,8471676,5
8460542,8471677,7
8460542,8471678,5
8460542,8471699,7
8460542,8471707,5
8460542,8471729,5
8460542,8473422,5
8460542,8473507,5
8460542,8473546,6
8460542,8473933,17
8460542,8474034,9
8460542,8474038,5
8460542,8474040,5
8460542,8474056,7
8460542,8474190,5
8460542,8474579,5
8460542,8474625,10
8460542,8475149,11
8460542,8475179,6
8460542,8475193,7
8460542,8475222,7
8460542,8475225,5
8460542,8475791,9
8460542,8476399,6
8460542,8476474,6
8462038,8462042,12
8462038,8464975,10
8462038,8464989,6
8462038,8465009,6
8462038,8465166,16
8462038,8465951,9
8462038,8466138,10
8462038,8466139,10
8462038,8466140,8
8462038,8466141,8
8462038,8466142,8
8462038,8466148,7
8462038,8466158,10
8462038,8466160,6
8462038,8466251,10
8462038,8466285,7
8462038,8466333,8
8462038,8466378,10
8462038,8467096,9
8462038,8467329,10
8462038,8467330,10
8462038,8467331,8
8462038,8467370,9
8462038,8467389,12
8462038,8467396,12
8462038,8467400,11
8462038,8467407,10
8462038,8467423,11
8462038,8467452,15
8462038,8467496,8
8462038,8467545,6
8462038,8467875,8
8462038,8467876,8
8462038,8467950,10
8462038,8468001,10
8462038,8468011,7
8462038,8468208,9
8462038,8468309,8
8462038,8468483,8
8462038,8468486,10
8462038,8468493,9
8462038,8468498,12
8462038,8468504,5
8462038,8468505,7
8462038,8468508,9
8462038,8468513,11
8462038,8468518,6
8462038,8468526,5
8462038,8468542,16
8462038,8468575,11
8462038,8468611,7
8462038,8468635,9
8462038,8468639,6
8462038,8468674,15
8462038,8468685,11
8462038,8468700,5
8462038,8469455,12
8462038,8469459,8
8462038,8469462,6
8462038,8469465,9
8462038,8469466,12
8462038,8469469,9
8462038,8469476,5
8462038,8469485,5
8462038,8469492,6
8462038,8469500,7
8462038,8469506,6
8462038,8469508,8
8462038,8469521,10
8462038,8469544,10
8462038,8469547,7
8462038,8469555,9
8462038,8469598,6
8462038,8469619,5
8462038,8469638,12
8462038,8469639,7
8462038,8469665,9
8462038,8469707,11
8462038,8469770,7
8462038,8470039,10
8462038,8470041,10
8462038,8470047,7
8462038,8470104,9
8462038,8470110,11
8462038,8470140,8
8462038,8470144,5
8462038,8470162,6
8462038,8470171,11
8462038,8470180,5
8462038,8470201,5
8462038,8470207,5
8462038,8470281,12
8462038,8470320,9
8462038,8470324,7
8462038,8470358,5
8462038,8470543,18
8462038,8470594,17
8462038,8470595,11
8462038,8470598,8
8462038,8470599,5
8462038,8470600,8
8462038,8470601,6
8462038,8470602,5
8462038,8470604,7
8462038,8470606,5
8462038,8470607,11
8462038,8470611,8
8462038,8470612,8
8462038,8470613,11
8462038,8470616,7
8462038,8470619,9
8462038,8470621,10
8462038,8470622,7
8462038,8470626,12
8462038,8470630,8
8462038,8470638,7
8462038,8470642,8
8462038,8470645,9
8462038,8470654,7
8462038,8470699,6
8462038,8470724,9
8462038,8470750,8
8462038,8470775,9
8462038,8470794,8
8462038,8470852,6
8462038,8470854,11
8462038,8470860,7
8462038,8470877,7
8462038,8470966,8
8462038,8471214,6
8462038,8471215,13
8462038,8471217,6
8462038,8471222,5
8462038,8471242,5
8462038,8471254,6
8462038,8471260,7
8462038,8471262,13
8462038,8471273,6
8462038,8471276,6
8462038,8471283,6
8462038,8471296,7
8462038,8471303,6
8462038,8471311,8
8462038,8471338,6
8462038,8471339,7
8462038,8471346,7
8462038,8471390,6
8462038,8471426,8
8462038,8471436,11
8462038,8471469,6
8462038,8471476,8
8462038,8471504,5
8462038,8471657,8
8462038,8471675,11
8462038,8471676,8
8462038,8471677,7
8462038,8471678,6
8462038,8471679,8
8462038,8471681,7
8462038,8471686,11
8462038,8471695,5
8462038,8471699,8
8462038,8471702,7
8462038,8471707,10
8462038,8471709,7
8462038,8471724,10
8462038,8471729,7
8462038,8471742,7
8462038,8471768,5
8462038,8471769,22
8462038,8471873,10
8462038,8471887,8
8462038,8471956,6
8462038,8471958,8
8462038,8471976,8
8462038,8473419,5
8462038,8473422,10
8462038,8473426,5
8462038,8473446,5
8462038,8473453,5
8462038,8473461,5
8462038,8473473,7
8462038,8473485,5
8462038,8473492,6
8462038,8473503,5
8462038,8473507,11
8462038,8473512,6
8462038,8473533,7
8462038,8473537,6
8462038,8473541,5
8462038,8473544,11
8462038,8473546,14
8462038,8473548,9
8462038,8473573,11
8462038,8473574,6
8462038,8473604,13
8462038,8473618,5
8462038,8473914,5
8462038,8473933,7
8462038,8474009,6
8462038,8474013,6
8462038,8474034,6
8462038,8474037,5
8462038,8474038,7
8462038,8474056,6
8462038,8474062,6
8462038,8474090,5
8462038,8474091,5
8462038,8474141,11
8462038,8474151,8
8462038,8474157,8
8462038,8474176,5
8462038,8474189,6
8462038,8474207,8
8462038,8474218,18
8462038,8474250,7
8462038,8474291,5
8462038,8474564,5
8462038,8474613,19
8462038,8474668,5
8462038,8474736,15
8462038,8474849,5
8462038,8474870,6
8462038,8475151,6
8462038,8475177,5
8462038,8475178,6
8462038,8475184,7
8462038,8475209,13
8462038,8475233,5
8462038,8475279,6
8462038,8475311,10
8462038,8475323,5
8462038,8475747,6
8462038,8475752,7
8462038,8475791,10
8462038,8475848,5
8462038,8475855,5
8462038,8476326,11
8462038,8476381,6
8462038,8476393,11
8462038,8476441,5
8462038,8476851,8
8462038,8476874,6
8462038,8476882,5
8462038,8476906,5
8462038,8476979,5
8462038,8476994,8
8462038,8477851,6
8462042,8464977,7
8462042,8464989,15
8462042,8465185,18
8462042,8466138,15
8462042,8466139,19
8462042,8466141,8
8462042,8466142,9
8462042,8466251,11
8462042,8466285,7
8462042,8466333,20
8462042,8466378,6
8462042,8467096,10
8462042,8467329,25
8462042,8467330,7
8462042,8467370,8
8462042,8467371,14
8462042,8467389,7
8462042,8467396,13
8462042,8467407,17
8462042,8467423,7
8462042,8467452,39
8462042,8467496,7
8462042,8467545,21
8462042,8467875,11
8462042,8467876,11
8462042,8467890,9
8462042,8467950,15
8462042,8468001,16
8462042,8468011,18
8462042,8468064,6
8462042,8468085,11
8462042,8468208,8
8462042,8468309,10
8462042,8468486,10
8462042,8468493,12
8462042,8468504,8
8462042,8468505,15
8462042,8468508,19
8462042,8468513,8
8462042,8468518,5
8462042,8468526,16
8462042,8468535,18
8462042,8468575,15
8462042,8468611,11
8462042,8468639,20
8462042,8468685,10
8462042,8468700,8
8462042,8469454,19
8462042,8469455,12
8462042,8469462,11
8462042,8469465,11
8462042,8469466,6
8462042,8469469,9
8462042,8469476,8
8462042,8469485,9
8462042,8469501,10
8462042,8469506,10
8462042,8469508,13
8462042,8469521,5
8462042,8469531,8
8462042,8469544,5
8462042,8469547,6
8462042,8469555,32
8462042,8469598,9
8462042,8469608,21
8462042,8469639,20
8462042,8469665,5
8462042,8469707,29
8462042,8469759,12
8462042,8469760,24
8462042,8470039,12
8462042,8470041,17
8462042,8470047,7
8462042,8470104,24
8462042,8470105,11
8462042,8470110,17
8462042,8470121,19
8462042,8470140,10
8462042,8470144,7
8462042,8470159,11
8462042,8470180,9
8462042,8470257,9
8462042,8470274,6
8462042,8470281,8
8462042,8470320,6
8462042,8470324,8
8462042,8470358,10
8462042,8470595,7
8462042,8470598,15
8462042,8470600,5
8462042,8470601,5
8462042,8470602,22
8462042,8470610,9
8462042,8470611,11
8462042,8470612,10
8462042,8470613,12
8462042,8470614,12
8462042,8470616,11
8462042,8470617,16
8462042,8470619,10
8462042,8470621,13
8462042,8470622,5
8462042,8470640,5
8462042,8470642,8
8462042,8470654,10
8462042,8470655,17
8462042,8470724,11
8462042,8470755,26
8462042,8470775,27
8462042,8470794,10
8462042,8470803,9
8462042,8470852,9
8462042,8470860,12
8462042,8470877,27
8462042,8470880,18
8462042,8470886,6
8462042,8470920,5
8462042,8471214,5
8462042,8471218,16
8462042,8471222,12
8462042,8471226,15
8462042,8471227,11
8462042,8471228,7
8462042,8471231,9
8462042,8471232,7
8462042,8471233,8
8462042,8471269,16
8462042,8471273,8
8462042,8471274,13
8462042,8471283,5
8462042,8471284,20
8462042,8471296,6
8462042,8471303,14
8462042,8471306,14
8462042,8471338,22
8462042,8471346,24
8462042,8471390,9
8462042,8471392,6
8462042,8471426,16
8462042,8471436,24
8462042,8471469,6
8462042,8471476,18
8462042,8471498,6
8462042,8471664,9
8462042,8471669,27
8462042,8471676,9
8462042,8471677,23
8462042,8471678,14
8462042,8471679,5
8462042,8471682,24
8462042,8471686,7
8462042,8471691,9
8462042,8471698,8
8462042,8471699,12
8462042,8471709,8
8462042,8471715,5
8462042,8471729,18
8462042,8471735,8
8462042,8471742,6
8462042,8471743,5
8462042,8471766,6
8462042,8471768,6
8462042,8471794,8
8462042,8471817,11
8462042,8471873,5
8462042,8471887,10
8462042,8471976,6
8462042,8472382,7
8462042,8473422,13
8462042,8473426,7
8462042,8473432,6
8462042,8473463,5
8462042,8473485,13
8462042,8473492,6
8462042,8473503,7
8462042,8473504,5
8462042,8473507,8
8462042,8473533,6
8462042,8473541,28
8462042,8473544,14
8462042,8473546,5
8462042,8473548,8
8462042,8473564,13
8462042,8473571,15
8462042,8473573,5
8462042,8473618,5
8462042,8473673,9
8462042,8473914,5
8462042,8473933,7
8462042,8473962,17
8462042,8473994,6
8462042,8474009,7
8462042,8474013,15
8462042,8474027,7
8462042,8474031,8
8462042,8474034,7
8462042,8474037,5
8462042,8474040,10
8462042,8474053,7
8462042,8474056,5
8462042,8474062,8
8462042,8474068,5
8462042,8474090,7
8462042,8474096,5
8462042,8474098,5
8462042,8474100,16
8462042,8474102,12
8462042,8474125,8
8462042,8474141,5
8462042,8474149,7
8462042,8474151,5
8462042,8474157,9
8462042,8474176,13
8462042,8474189,7
8462042,8474190,7
8462042,8474218,5
8462042,8474250,6
8462042,8474520,5
8462042,8474565,8
8462042,8474567,6
8462042,8474568,18
8462042,8474569,16
8462042,8474574,8
8462042,8474578,7
8462042,8474579,9
8462042,8474584,6
8462042,8474589,7
8462042,8474593,9
8462042,8474596,7
8462042,8474600,7
8462042,8474602,9
8462042,8474612,6
8462042,8474618,5
8462042,8474625,6
8462042,8474628,12
8462042,8474641,8
8462042,8474679,5
8462042,8474683,5
8462042,8474685,10
8462042,8474736,7
8462042,8474739,5
8462042,8474818,8
8462042,8474849,7
8462042,8474884,6
8462042,8474889,9
8462042,8475098,5
8462042,8475151,8
8462042,8475163,8
8462042,8475169,6
8462042,8475171,7
8462042,8475172,8
8462042,8475177,6
8462042,8475179,6
8462042,8475186,9
8462042,8475193,6
8462042,8475200,7
8462042,8475208,6
8462042,8475209,6
8462042,8475225,7
8462042,8475246,7
8462042,8475311,16
8462042,8475455,8
8462042,8475625,9
8462042,8475690,5
8462042,8475745,7
8462042,8475747,10
8462042,8475790,5
8462042,8475820,5
8462042,8475831,6
8462042,8476346,5
8462042,8476356,5
8462042,8476438,6
8462042,8476855,5
8462042,8477021,5
8464956,8464989,7
8464956,8465009,5
8464956,8465058,5
8464956,8466142,7
8464956,8466158,5
8464956,8466285,6
8464956,8466333,5
8464956,8466378,6
8464956,8467329,6
8464956,8467400,7
8464956,8467407,5
8464956,8468001,6
8464956,8468483,13
8464956,8468504,5
8464956,8468513,6
8464956,8468518,5
8464956,8468535,7
8464956,8468674,5
8464956,8469459,5
8464956,8469469,5
8464956,8469492,6
8464956,8469544,5
8464956,8469608,7
8464956,8469665,11
8464956,8469707,5
8464956,8469770,5
8464956,8470041,5
8464956,8470047,6
8464956,8470105,7
8464956,8470162,5
8464956,8470281,9
8464956,8470358,12
8464956,8470602,16
8464956,8470604,5
8464956,8470607,6
8464956,8470619,7
8464956,8470621,7
8464956,8470640,5
8464956,8470645,6
8464956,8470775,18
8464956,8470803,5
8464956,8470860,5
8464956,8471232,5
8464956,8471260,8
8464956,8471306,5
8464956,8471346,5
8464956,8471469,5
8464956,8471678,6
8464956,8471699,5
8464956,8471729,8
8464956,8471768,13
8464956,8471873,6
8464956,8473449,5
8464956,8473537,9
8464956,8473544,13
8464956,8474571,5
8464956,8474589,6
8464956,8474641,5
8464956,8474739,6
8464956,8476288,5
8464975,8465009,11
8464975,8465058,7
8464975,8465185,6
8464975,8465978,5
8464975,8466138,11
8464975,8466139,10
8464975,8466141,6
8464975,8466142,10
8464975,8466158,11
8464975,8466160,6
8464975,8466378,7
8464975,8467096,5
8464975,8467329,29
8464975,8467344,6
8464975,8467370,7
8464975,8467371,7
8464975,8467389,10
8464975,8467396,22
8464975,8467400,26
8464975,8467452,7
8464975,8467545,23
8464975,8467875,6
8464975,8467876,6
8464975,8467950,10
8464975,8467967,5
8464975,8468001,12
8464975,8468011,9
8464975,8468085,6
8464975,8468309,28
8464975,8468483,12
8464975,8468493,6
8464975,8468498,5
8464975,8468504,5
8464975,8468505,11
8464975,8468508,7
8464975,8468513,21
8464975,8468526,6
8464975,8468535,17
8464975,8468575,8
8464975,8468639,11
8464975,8468674,8
8464975,8468685,10
8464975,8469454,6
8464975,8469459,6
8464975,8469465,10
8464975,8469466,5
8464975,8469469,22
8464975,8469485,5
8464975,8469492,19
8464975,8469500,17
8464975,8469506,7
8464975,8469508,14
8464975,8469555,5
8464975,8469598,8
8464975,8469608,10
8464975,8469638,6
8464975,8469665,10
8464975,8469707,41
8464975,8469759,6
8464975,8469760,6
8464975,8469770,7
8464975,8470039,19
8464975,8470041,13
8464975,8470047,17
8464975,8470104,20
8464975,8470105,6
8464975,8470110,5
8464975,8470120,13
8464975,8470121,5
8464975,8470144,5
8464975,8470151,5
8464975,8470159,14
8464975,8470162,7
8464975,8470169,5
8464975,8470281,5
8464975,8470358,6
8464975,8470543,6
8464975,8470595,10
8464975,8470600,7
8464975,8470602,9
8464975,8470606,6
8464975,8470610,7
8464975,8470612,10
8464975,8470613,8
8464975,8470616,11
8464975,8470619,17
8464975,8470621,11
8464975,8470626,8
8464975,8470638,6
8464975,8470642,10
8464975,8470654,6
8464975,8470655,5
8464975,8470667,5
8464975,8470724,11
8464975,8470755,17
8464975,8470760,5
8464975,8470775,16
8464975,8470794,5
8464975,8470852,5
8464975,8470860,5
8464975,8470877,15
8464975,8470880,18
8464975,8470886,5
8464975,8470966,11
8464975,8471214,5
8464975,8471215,6
8464975,8471227,6
8464975,8471228,8
8464975,8471231,5
8464975,8471233,5
8464975,8471239,5
8464975,8471260,18
8464975,8471262,18
8464975,8471266,5
8464975,8471273,7
8464975,8471274,8
8464975,8471276,5
8464975,8471303,5
8464975,8471306,5
8464975,8471338,15
8464975,8471339,6
8464975,8471390,5
8464975,8471426,5
8464975,8471436,18
8464975,8471469,8
8464975,8471476,12
8464975,8471669,22
8464975,8471675,6
8464975,8471676,5
8464975,8471677,13
8464975,8471678,12
8464975,8471681,15
8464975,8471686,12
8464975,8471691,6
8464975,8471695,5
8464975,8471698,5
8464975,8471699,11
8464975,8471702,9
8464975,8471707,8
8464975,8471717,5
8464975,8471724,6
8464975,8471729,10
8464975,8471735,8
8464975,8471766,7
8464975,8471768,10
8464975,8471769,6
8464975,8471794,7
8464975,8471817,5
8464975,8471873,12
8464975,8471887,5
8464975,8471958,7
8464975,8472382,5
8464975,8473419,7
8464975,8473422,7
8464975,8473432,7
8464975,8473449,6
8464975,8473473,5
8464975,8473485,10
8464975,8473507,12
8464975,8473541,12
8464975,8473544,15
8464975,8473546,5
8464975,8473564,5
8464975,8473573,5
8464975,8473574,10
8464975,8473584,15
8464975,8473991,6
8464975,8474009,5
8464975,8474013,5
8464975,8474027,7
8464975,8474031,9
8464975,8474038,13
8464975,8474040,11
8464975,8474062,5
8464975,8474068,5
8464975,8474100,6
8464975,8474134,13
8464975,8474149,5
8464975,8474150,5
8464975,8474151,8
8464975,8474162,5
8464975,8474218,7
8464975,8474520,5
8464975,8474550,6
8464975,8474564,6
8464975,8474567,5
8464975,8474569,8
8464975,8474571,10
8464975,8474584,11
8464975,8474600,7
8464975,8474613,7
8464975,8474618,6
